Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name
15395.0,326,1,107.45,5,1,1,7,New Customers,1,Inactive Customers
15396.0,113,1,288.18,4,1,2,7,New Customers,0,Inactive Customers
15397.0,290,1,94.0,5,1,1,7,New Customers,1,Inactive Customers
15398.0,16,2,1345.53,2,1,4,7,At Risk,0,Inactive Customers
15399.0,1,3,815.77,1,1,3,5,At Risk,0,Inactive Customers
15400.0,92,5,716.2,4,1,3,8,Promising,0,Inactive Customers
15402.0,149,2,536.0500000000001,4,1,3,8,Promising,1,Inactive Customers
15405.0,189,1,349.1,5,1,2,8,New Customers,1,Inactive Customers
15406.0,31,2,510.71,2,1,3,6,At Risk,0,Inactive Customers
15407.0,34,4,861.44,3,1,3,7,Others,0,Inactive Customers
15408.0,264,1,234.28,5,1,2,8,New Customers,1,Inactive Customers
15410.0,84,8,3450.84,4,1,5,10,Promising,0,Inactive Customers
15411.0,26,4,1358.88,2,1,4,7,At Risk,0,Inactive Customers
15412.0,171,1,190.53,4,1,1,6,New Customers,1,Inactive Customers
15414.0,10,3,759.9000000000001,1,1,3,5,At Risk,0,Inactive Customers
15415.0,313,1,572.8100000000001,5,1,3,9,Promising,1,Inactive Customers
15416.0,65,4,3952.42,3,1,5,9,Others,0,Inactive Customers
15417.0,85,1,508.8,4,1,3,8,Promising,0,Inactive Customers
15419.0,25,1,135.86,2,1,1,4,About to Sleep,0,Inactive Customers
15421.0,59,4,950.36,3,1,4,8,Others,0,Inactive Customers
15422.0,323,2,97.7,5,1,1,7,New Customers,1,Inactive Customers
15423.0,38,1,43.5,3,1,1,5,About to Sleep,0,Inactive Customers
15424.0,254,2,322.86,5,1,2,8,New Customers,1,Inactive Customers
15426.0,19,5,1422.39,2,1,4,7,At Risk,0,Inactive Customers
15427.0,33,3,1483.14,2,1,4,7,At Risk,0,Inactive Customers
15428.0,15,1,93.78,2,1,1,4,About to Sleep,0,Inactive Customers
15429.0,27,2,397.35,2,1,2,5,About to Sleep,0,Inactive Customers
15432.0,23,1,171.19000000000003,2,1,1,4,About to Sleep,0,Inactive Customers
15433.0,214,2,533.3,5,1,3,9,Promising,1,Inactive Customers
15434.0,8,5,1041.48,1,1,4,6,At Risk,0,Inactive Customers
15435.0,22,1,149.29,2,1,1,4,About to Sleep,0,Inactive Customers
15436.0,12,3,1122.53,1,1,4,6,At Risk,0,Inactive Customers
15437.0,262,1,200.16,5,1,1,7,New Customers,1,Inactive Customers
15438.0,131,1,156.57999999999998,4,1,1,6,New Customers,0,Inactive Customers
15440.0,55,3,383.68,3,1,2,6,About to Sleep,0,Inactive Customers
15442.0,249,1,594.0,5,1,3,9,Promising,1,Inactive Customers
15443.0,2,7,3152.16,1,1,5,7,At Risk,0,Inactive Customers
15444.0,9,2,1418.26,1,1,4,6,At Risk,0,Inactive Customers
15445.0,264,1,113.5,5,1,1,7,New Customers,1,Inactive Customers
15447.0,331,1,155.17000000000002,5,1,1,7,New Customers,1,Inactive Customers
15448.0,313,1,494.64,5,1,3,9,Promising,1,Inactive Customers
15449.0,26,3,974.52,2,1,4,7,At Risk,0,Inactive Customers
15450.0,30,1,429.84,2,1,2,5,About to Sleep,0,Inactive Customers
15452.0,30,3,538.73,2,1,3,6,At Risk,0,Inactive Customers
15453.0,2,7,1388.37,1,1,4,6,At Risk,0,Inactive Customers
15454.0,362,1,179.1,5,1,1,7,New Customers,1,Inactive Customers
15456.0,283,3,416.98,5,1,2,8,New Customers,1,Inactive Customers
15457.0,262,1,237.07,5,1,2,8,New Customers,1,Inactive Customers
15458.0,25,1,161.64,2,1,1,4,About to Sleep,0,Inactive Customers
15460.0,354,1,216.76,5,1,1,7,New Customers,1,Inactive Customers
15462.0,94,3,234.6,4,1,2,7,New Customers,0,Inactive Customers
15463.0,29,1,126.14,2,1,1,4,About to Sleep,0,Inactive Customers
15464.0,338,1,888.1,5,1,4,10,Promising,1,Inactive Customers
15465.0,20,18,7354.62,2,1,5,8,At Risk,2,High-Value Active Customers
15466.0,85,1,334.53,4,1,2,7,New Customers,0,Inactive Customers
15467.0,9,3,499.93,1,1,3,5,At Risk,0,Inactive Customers
15468.0,51,2,467.51,3,1,3,7,Others,0,Inactive Customers
15469.0,50,2,415.45,3,1,2,6,About to Sleep,0,Inactive Customers
15471.0,2,1,469.48,1,1,3,5,At Risk,0,Inactive Customers
15472.0,113,1,371.56,4,1,2,7,New Customers,0,Inactive Customers
15473.0,14,7,1771.2,1,1,4,6,At Risk,0,Inactive Customers
15475.0,77,1,454.11,4,1,2,7,New Customers,0,Inactive Customers
15478.0,40,2,1441.42,3,1,4,8,Others,0,Inactive Customers
15480.0,116,1,873.6,4,1,3,8,Promising,0,Inactive Customers
15482.0,16,11,9550.56,2,1,5,8,At Risk,2,High-Value Active Customers
15483.0,161,4,233.81,4,1,2,7,New Customers,1,Inactive Customers
15484.0,1,4,3478.15,1,1,5,7,At Risk,0,Inactive Customers
15485.0,30,3,2575.0,2,1,5,8,At Risk,0,Inactive Customers
15488.0,93,1,76.32000000000001,4,1,1,6,New Customers,0,Inactive Customers
15489.0,23,3,1134.28,2,1,4,7,At Risk,0,Inactive Customers
15491.0,95,6,2967.44,4,1,5,10,Promising,0,Inactive Customers
15492.0,28,2,659.46,2,1,3,6,At Risk,0,Inactive Customers
15493.0,33,5,1981.85,2,1,5,8,At Risk,0,Inactive Customers
15494.0,21,2,1299.23,2,1,4,7,At Risk,0,Inactive Customers
15497.0,18,2,936.6,2,1,4,7,At Risk,0,Inactive Customers
15498.0,3,27,13228.6,1,1,5,7,At Risk,2,High-Value Active Customers
15500.0,8,4,995.96,1,1,4,6,At Risk,0,Inactive Customers
15502.0,16,9,5955.2300000000005,2,1,5,8,At Risk,0,Inactive Customers
15503.0,363,1,147.09,5,1,1,7,New Customers,1,Inactive Customers
15504.0,81,1,52.83,4,1,1,6,New Customers,0,Inactive Customers
15505.0,53,5,3610.96,3,1,5,9,Others,0,Inactive Customers
15506.0,23,3,979.26,2,1,4,7,At Risk,0,Inactive Customers
15507.0,172,1,492.36,4,1,3,8,Promising,1,Inactive Customers
15508.0,189,6,1000.27,5,1,4,10,Promising,1,Inactive Customers
15511.0,12,5,909.23,1,1,4,6,At Risk,0,Inactive Customers
15512.0,156,2,121.0,4,1,1,6,New Customers,1,Inactive Customers
15513.0,33,18,13948.48,2,1,5,8,At Risk,2,High-Value Active Customers
15514.0,12,11,3391.6200000000003,1,1,5,7,At Risk,0,Inactive Customers
15516.0,45,3,62.43,3,1,1,5,About to Sleep,0,Inactive Customers
15517.0,233,1,267.03,5,1,2,8,New Customers,1,Inactive Customers
15518.0,64,8,1942.45,3,1,5,9,Others,0,Inactive Customers
15520.0,2,1,343.5,1,1,2,4,At Risk,0,Inactive Customers
15521.0,40,8,2687.35,3,1,5,9,Others,0,Inactive Customers
15522.0,33,2,398.84,2,1,2,5,About to Sleep,0,Inactive Customers
15523.0,84,1,412.0100000000001,4,1,2,7,New Customers,0,Inactive Customers
15525.0,2,3,825.92,1,1,3,5,At Risk,0,Inactive Customers
15526.0,33,2,148.44,2,1,1,4,About to Sleep,0,Inactive Customers
15527.0,19,8,2429.78,2,1,5,8,At Risk,0,Inactive Customers
15528.0,254,1,229.33,5,1,1,7,New Customers,1,Inactive Customers
15529.0,23,11,3995.23,2,1,5,8,At Risk,0,Inactive Customers
15530.0,22,4,1502.35,2,1,4,7,At Risk,0,Inactive Customers
15531.0,8,2,2007.44,1,1,5,7,At Risk,0,Inactive Customers
15532.0,25,4,1526.08,2,1,4,7,At Risk,0,Inactive Customers
15533.0,19,3,771.67,2,1,3,6,At Risk,0,Inactive Customers
15535.0,173,4,536.4,4,1,3,8,Promising,1,Inactive Customers
15537.0,163,1,93.97,4,1,1,6,New Customers,1,Inactive Customers
15539.0,7,1,538.46,1,1,3,5,At Risk,0,Inactive Customers
15540.0,11,1,213.3,1,1,1,3,Hibernating,0,Inactive Customers
15541.0,114,1,85.13000000000001,4,1,1,6,New Customers,0,Inactive Customers
15543.0,288,1,127.86,5,1,1,7,New Customers,1,Inactive Customers
15544.0,9,9,3546.71,1,1,5,7,At Risk,0,Inactive Customers
15545.0,54,2,292.72,3,1,2,6,About to Sleep,0,Inactive Customers
15547.0,7,14,4713.34,1,1,5,7,At Risk,2,High-Value Active Customers
15549.0,77,3,1645.41,4,1,4,9,Promising,0,Inactive Customers
15550.0,4,4,575.63,1,1,3,5,At Risk,0,Inactive Customers
15551.0,37,1,436.06,3,1,2,6,About to Sleep,0,Inactive Customers
15552.0,217,1,90.12,5,1,1,7,New Customers,1,Inactive Customers
15553.0,60,1,437.23,3,1,2,6,About to Sleep,0,Inactive Customers
15554.0,278,1,217.2,5,1,1,7,New Customers,1,Inactive Customers
15555.0,12,16,4695.07,1,1,5,7,At Risk,2,High-Value Active Customers
15556.0,24,1,279.77,2,1,2,5,About to Sleep,0,Inactive Customers
15557.0,29,1,473.65,2,1,3,6,At Risk,0,Inactive Customers
15561.0,12,4,800.5899999999999,1,1,3,5,At Risk,0,Inactive Customers
15562.0,352,1,134.55,5,1,1,7,New Customers,1,Inactive Customers
15563.0,22,4,1400.44,2,1,4,7,At Risk,0,Inactive Customers
15565.0,50,2,173.16000000000005,3,1,1,5,About to Sleep,0,Inactive Customers
15567.0,19,1,186.01,2,1,1,4,About to Sleep,0,Inactive Customers
15568.0,3,3,724.39,1,1,3,5,At Risk,0,Inactive Customers
15569.0,104,5,1375.71,4,1,4,9,Promising,0,Inactive Customers
15570.0,7,12,4082.77,1,1,5,7,At Risk,0,Inactive Customers
15571.0,12,4,650.4300000000001,1,1,3,5,At Risk,0,Inactive Customers
15572.0,5,7,2341.21,1,1,5,7,At Risk,0,Inactive Customers
15573.0,32,2,607.45,2,1,3,6,At Risk,0,Inactive Customers
15574.0,178,4,702.25,4,1,3,8,Promising,1,Inactive Customers
15576.0,38,1,940.67,3,1,4,8,Others,0,Inactive Customers
15577.0,151,3,258.88,4,1,2,7,New Customers,1,Inactive Customers
15578.0,162,1,127.1,4,1,1,6,New Customers,1,Inactive Customers
15579.0,69,2,348.6,3,1,2,6,About to Sleep,0,Inactive Customers
15581.0,156,10,721.63,4,1,3,8,Promising,0,Inactive Customers
15582.0,25,3,682.9100000000001,2,1,3,6,At Risk,0,Inactive Customers
15584.0,24,4,708.46,2,1,3,6,At Risk,0,Inactive Customers
15585.0,177,1,455.3,4,1,2,7,New Customers,1,Inactive Customers
15587.0,50,4,913.68,3,1,4,8,Others,0,Inactive Customers
15589.0,256,3,456.58,5,1,3,9,Promising,1,Inactive Customers
15592.0,47,1,388.58,3,1,2,6,About to Sleep,0,Inactive Customers
15593.0,71,1,199.8,3,1,1,5,About to Sleep,0,Inactive Customers
15594.0,16,5,1771.78,2,1,4,7,At Risk,0,Inactive Customers
15596.0,101,5,1406.59,4,1,4,9,Promising,0,Inactive Customers
15597.0,35,1,324.57,3,1,2,6,About to Sleep,0,Inactive Customers
15598.0,53,1,240.68,3,1,2,6,About to Sleep,0,Inactive Customers
15599.0,27,2,761.74,2,1,3,6,At Risk,0,Inactive Customers
15601.0,11,14,6776.56,1,1,5,7,At Risk,2,High-Value Active Customers
15602.0,8,9,1297.87,1,1,4,6,At Risk,0,Inactive Customers
15603.0,79,1,48.48,4,1,1,6,New Customers,0,Inactive Customers
15604.0,52,1,216.39,3,1,1,5,About to Sleep,0,Inactive Customers
15605.0,36,5,1178.28,3,1,4,8,Others,0,Inactive Customers
15606.0,61,9,2920.16,3,1,5,9,Others,0,Inactive Customers
15607.0,337,1,104.76,5,1,1,7,New Customers,1,Inactive Customers
15608.0,28,4,1093.68,2,1,4,7,At Risk,0,Inactive Customers
15609.0,184,1,281.53000000000003,5,1,2,8,New Customers,1,Inactive Customers
15610.0,52,1,112.46,3,1,1,5,About to Sleep,0,Inactive Customers
15611.0,10,12,1576.45,1,1,4,6,At Risk,0,Inactive Customers
15612.0,36,2,180.15,3,1,1,5,About to Sleep,0,Inactive Customers
15615.0,10,23,10399.74,1,1,5,7,At Risk,2,High-Value Active Customers
15618.0,33,4,776.851,2,1,3,6,At Risk,0,Inactive Customers
15619.0,11,1,336.4,1,1,2,4,At Risk,0,Inactive Customers
15620.0,57,3,1523.23,3,1,4,8,Others,0,Inactive Customers
15621.0,4,4,1293.03,1,1,4,6,At Risk,0,Inactive Customers
15622.0,43,9,3465.11,3,1,5,9,Others,0,Inactive Customers
15623.0,141,1,301.03000000000003,4,1,2,7,New Customers,0,Inactive Customers
15624.0,117,4,588.13,4,1,3,8,Promising,0,Inactive Customers
15625.0,104,4,1534.26,4,1,4,9,Promising,0,Inactive Customers
15626.0,75,2,675.8,4,1,3,8,Promising,0,Inactive Customers
15628.0,5,9,2870.24,1,1,5,7,At Risk,0,Inactive Customers
15630.0,45,2,1186.35,3,1,4,8,Others,0,Inactive Customers
15632.0,16,8,3285.31,2,1,5,8,At Risk,0,Inactive Customers
15634.0,17,1,243.55,2,1,2,5,About to Sleep,0,Inactive Customers
15636.0,90,2,724.76,4,1,3,8,Promising,0,Inactive Customers
15637.0,53,1,223.36,3,1,1,5,About to Sleep,0,Inactive Customers
15639.0,134,1,391.42,4,1,2,7,New Customers,0,Inactive Customers
15640.0,4,15,11970.86,1,1,5,7,At Risk,2,High-Value Active Customers
15641.0,105,4,1887.2,4,1,4,9,Promising,0,Inactive Customers
15643.0,192,3,596.2,5,1,3,9,Promising,1,Inactive Customers
15644.0,166,4,813.0,4,1,3,8,Promising,1,Inactive Customers
15645.0,19,1,612.01,2,1,3,6,At Risk,0,Inactive Customers
15646.0,158,3,447.64,4,1,2,7,New Customers,1,Inactive Customers
15648.0,204,2,657.35,5,1,3,9,Promising,1,Inactive Customers
15649.0,336,2,816.0,5,1,3,9,Promising,1,Inactive Customers
15651.0,37,3,646.3,3,1,3,7,Others,0,Inactive Customers
15652.0,91,1,337.74,4,1,2,7,New Customers,0,Inactive Customers
15653.0,116,1,48.0,4,1,1,6,New Customers,0,Inactive Customers
15654.0,9,2,907.53,1,1,4,6,At Risk,0,Inactive Customers
15655.0,243,1,560.6700000000001,5,1,3,9,Promising,1,Inactive Customers
15656.0,45,4,748.5,3,1,3,7,Others,0,Inactive Customers
15657.0,23,1,30.0,2,1,1,4,About to Sleep,0,Inactive Customers
15658.0,190,5,1004.15,5,1,4,10,Promising,1,Inactive Customers
15659.0,44,1,306.45,3,1,2,6,About to Sleep,0,Inactive Customers
15660.0,25,9,1600.86,2,1,4,7,At Risk,0,Inactive Customers
15661.0,317,2,309.8,5,1,2,8,New Customers,1,Inactive Customers
15663.0,106,1,138.14,4,1,1,6,New Customers,0,Inactive Customers
15664.0,51,1,386.43,3,1,2,6,About to Sleep,0,Inactive Customers
15665.0,168,2,2217.06,4,1,5,10,Promising,1,Inactive Customers
15667.0,40,1,301.32000000000005,3,1,2,6,About to Sleep,0,Inactive Customers
15668.0,218,1,76.32000000000001,5,1,1,7,New Customers,1,Inactive Customers
15669.0,40,4,684.34,3,1,3,7,Others,0,Inactive Customers
15670.0,297,1,173.05,5,1,1,7,New Customers,1,Inactive Customers
15671.0,19,7,2585.37,2,1,5,8,At Risk,0,Inactive Customers
15673.0,88,4,2847.12,4,1,5,10,Promising,0,Inactive Customers
15674.0,73,4,2111.89,4,1,5,10,Promising,0,Inactive Customers
15675.0,81,3,306.74,4,1,2,7,New Customers,0,Inactive Customers
15676.0,19,3,3348.21,2,1,5,8,At Risk,0,Inactive Customers
15677.0,49,1,657.23,3,1,3,7,Others,0,Inactive Customers
15678.0,53,1,352.7,3,1,2,6,About to Sleep,0,Inactive Customers
15679.0,24,4,781.28,2,1,3,6,At Risk,0,Inactive Customers
15680.0,9,3,1333.68,1,1,4,6,At Risk,0,Inactive Customers
15681.0,25,5,1426.16,2,1,4,7,At Risk,0,Inactive Customers
15683.0,117,1,193.75,4,1,1,6,New Customers,0,Inactive Customers
15687.0,9,9,2993.1,1,1,5,7,At Risk,0,Inactive Customers
15689.0,120,2,254.1,4,1,2,7,New Customers,0,Inactive Customers
15690.0,4,2,239.76,1,1,2,4,At Risk,0,Inactive Customers
15691.0,252,1,136.8,5,1,1,7,New Customers,1,Inactive Customers
15692.0,28,1,191.04,2,1,1,4,About to Sleep,0,Inactive Customers
15694.0,1,13,6326.16,1,1,5,7,At Risk,2,High-Value Active Customers
15695.0,267,2,409.98,5,1,2,8,New Customers,1,Inactive Customers
15696.0,33,8,2676.51,2,1,5,8,At Risk,0,Inactive Customers
15699.0,18,1,279.7,2,1,2,5,About to Sleep,0,Inactive Customers
15700.0,172,2,679.73,4,1,3,8,Promising,1,Inactive Customers
15701.0,2,4,1512.19,1,1,4,6,At Risk,0,Inactive Customers
15703.0,265,1,211.5,5,1,1,7,New Customers,1,Inactive Customers
15704.0,140,4,2293.62,4,1,5,10,Promising,0,Inactive Customers
15705.0,201,1,143.1,5,1,1,7,New Customers,1,Inactive Customers
15706.0,64,4,1060.56,3,1,4,8,Others,0,Inactive Customers
15707.0,35,4,945.58,3,1,4,8,Others,0,Inactive Customers
15708.0,41,7,3364.24,3,1,5,9,Others,0,Inactive Customers
15709.0,284,1,133.25,5,1,1,7,New Customers,1,Inactive Customers
15712.0,9,5,1072.36,1,1,4,6,At Risk,0,Inactive Customers
15713.0,143,2,356.7,4,1,2,7,New Customers,0,Inactive Customers
15714.0,12,2,330.88,1,1,2,4,At Risk,0,Inactive Customers
15716.0,146,4,1118.81,4,1,4,9,Promising,0,Inactive Customers
15717.0,234,1,150.3,5,1,1,7,New Customers,1,Inactive Customers
15719.0,33,13,5045.61,2,1,5,8,At Risk,2,High-Value Active Customers
15720.0,24,1,581.78,2,1,3,6,At Risk,0,Inactive Customers
15721.0,12,1,507.08,1,1,3,5,At Risk,0,Inactive Customers
15722.0,36,5,1991.56,3,1,5,9,Others,0,Inactive Customers
15723.0,365,1,203.1,5,1,1,7,New Customers,1,Inactive Customers
15724.0,201,2,218.25,5,1,1,7,New Customers,1,Inactive Customers
15725.0,15,1,415.25,2,1,2,5,About to Sleep,0,Inactive Customers
15727.0,17,7,4678.96,2,1,5,8,At Risk,0,Inactive Customers
15729.0,213,1,85.0,5,1,1,7,New Customers,1,Inactive Customers
15730.0,66,3,1120.88,3,1,4,8,Others,0,Inactive Customers
15732.0,212,2,294.12,5,1,2,8,New Customers,1,Inactive Customers
15733.0,283,1,162.3,5,1,1,7,New Customers,1,Inactive Customers
15734.0,115,2,1339.45,4,1,4,9,Promising,0,Inactive Customers
15737.0,15,8,1173.17,2,1,4,7,At Risk,0,Inactive Customers
15738.0,19,16,4778.52,2,1,5,8,At Risk,2,High-Value Active Customers
15739.0,66,1,343.52,3,1,2,6,About to Sleep,0,Inactive Customers
15740.0,49,1,154.88,3,1,1,5,About to Sleep,0,Inactive Customers
15743.0,16,4,784.46,2,1,3,6,At Risk,0,Inactive Customers
15744.0,78,1,34.8,4,1,1,6,New Customers,0,Inactive Customers
15745.0,19,4,1094.59,2,1,4,7,At Risk,0,Inactive Customers
15746.0,134,1,196.88,4,1,1,6,New Customers,0,Inactive Customers
15747.0,13,3,974.04,1,1,4,6,At Risk,0,Inactive Customers
15748.0,40,1,149.31,3,1,1,5,About to Sleep,0,Inactive Customers
15750.0,3,8,2465.48,1,1,5,7,At Risk,0,Inactive Customers
15752.0,40,7,2617.43,3,1,5,9,Others,0,Inactive Customers
15754.0,51,3,458.57,3,1,3,7,Others,0,Inactive Customers
15755.0,10,6,2364.25,1,1,5,7,At Risk,0,Inactive Customers
15756.0,61,4,532.96,3,1,3,7,Others,0,Inactive Customers
15757.0,66,2,714.42,3,1,3,7,Others,0,Inactive Customers
15758.0,25,1,205.25,2,1,1,4,About to Sleep,0,Inactive Customers
15759.0,218,3,253.04,5,1,2,8,New Customers,1,Inactive Customers
15762.0,65,2,549.85,3,1,3,7,Others,0,Inactive Customers
15763.0,32,2,991.07,2,1,4,7,At Risk,0,Inactive Customers
15764.0,88,6,3101.2200000000003,4,1,5,10,Promising,0,Inactive Customers
15766.0,64,1,315.06,3,1,2,6,About to Sleep,0,Inactive Customers
15768.0,116,3,371.83,4,1,2,7,New Customers,0,Inactive Customers
15769.0,7,16,7122.72,1,1,5,7,At Risk,2,High-Value Active Customers
15773.0,6,1,147.52,1,1,1,3,Hibernating,0,Inactive Customers
15774.0,69,1,270.8,3,1,2,6,About to Sleep,0,Inactive Customers
15775.0,245,1,104.9,5,1,1,7,New Customers,1,Inactive Customers
15776.0,133,1,241.62,4,1,2,7,New Customers,0,Inactive Customers
15777.0,241,4,1047.11,5,1,4,10,Promising,1,Inactive Customers
15780.0,184,3,475.28,5,1,3,9,Promising,1,Inactive Customers
15781.0,25,3,345.46000000000004,2,1,2,5,About to Sleep,0,Inactive Customers
15782.0,10,3,2198.12,1,1,5,7,At Risk,0,Inactive Customers
15783.0,11,1,246.3,1,1,2,4,At Risk,0,Inactive Customers
15785.0,33,5,2249.07,2,1,5,8,At Risk,0,Inactive Customers
15786.0,46,3,4898.9,3,1,5,9,Others,0,Inactive Customers
15787.0,26,3,948.05,2,1,4,7,At Risk,0,Inactive Customers
15789.0,358,1,351.3,5,1,2,8,New Customers,1,Inactive Customers
15790.0,10,1,220.85,1,1,1,3,Hibernating,0,Inactive Customers
15791.0,44,2,1612.69,3,1,4,8,Others,0,Inactive Customers
15793.0,15,3,948.96,2,1,4,7,At Risk,0,Inactive Customers
15795.0,150,1,559.16,4,1,3,8,Promising,1,Inactive Customers
15796.0,1,8,2711.56,1,1,5,7,At Risk,0,Inactive Customers
15797.0,305,1,1228.8000000000002,5,1,4,10,Promising,1,Inactive Customers
15799.0,76,3,884.14,4,1,4,9,Promising,0,Inactive Customers
15800.0,107,2,699.08,4,1,3,8,Promising,0,Inactive Customers
15801.0,46,3,1063.95,3,1,4,8,Others,0,Inactive Customers
15803.0,51,1,415.8200000000001,3,1,2,6,About to Sleep,0,Inactive Customers
15804.0,1,13,3922.49,1,1,5,7,At Risk,0,Inactive Customers
15805.0,23,17,5477.63,2,1,5,8,At Risk,2,High-Value Active Customers
15806.0,46,3,784.58,3,1,3,7,Others,0,Inactive Customers
15807.0,50,3,903.9,3,1,4,8,Others,0,Inactive Customers
15808.0,306,4,3734.97,5,1,5,11,Promising,1,Inactive Customers
15809.0,36,5,515.77,3,1,3,7,Others,0,Inactive Customers
15810.0,79,4,1307.23,4,1,4,9,Promising,0,Inactive Customers
15811.0,22,6,2218.62,2,1,5,8,At Risk,0,Inactive Customers
15812.0,107,5,1611.3300000000002,4,1,4,9,Promising,0,Inactive Customers
15813.0,208,2,1303.91,5,1,4,10,Promising,1,Inactive Customers
15814.0,17,4,1909.38,2,1,5,8,At Risk,0,Inactive Customers
15815.0,64,5,1742.52,3,1,4,8,Others,0,Inactive Customers
15819.0,49,4,1905.45,3,1,5,9,Others,0,Inactive Customers
15820.0,320,1,206.98,5,1,1,7,New Customers,1,Inactive Customers
15821.0,44,2,554.01,3,1,3,7,Others,0,Inactive Customers
15822.0,3,2,885.47,1,1,4,6,At Risk,0,Inactive Customers
15825.0,172,1,282.94,4,1,2,7,New Customers,1,Inactive Customers
15826.0,56,3,1654.31,3,1,4,8,Others,0,Inactive Customers
15827.0,73,14,1836.09,4,1,4,9,Promising,0,Inactive Customers
15829.0,99,2,636.14,4,1,3,8,Promising,0,Inactive Customers
15830.0,38,1,576.0,3,1,3,7,Others,0,Inactive Customers
15831.0,58,3,717.2,3,1,3,7,Others,0,Inactive Customers
15832.0,254,1,836.79,5,1,3,9,Promising,1,Inactive Customers
15834.0,70,3,1932.9,3,1,5,9,Others,0,Inactive Customers
15835.0,44,4,903.24,3,1,4,8,Others,0,Inactive Customers
15836.0,50,1,112.37,3,1,1,5,About to Sleep,0,Inactive Customers
15837.0,65,1,391.98,3,1,2,6,About to Sleep,0,Inactive Customers
15838.0,11,19,16992.88,1,1,5,7,At Risk,2,High-Value Active Customers
15839.0,33,3,1048.49,2,1,4,7,At Risk,0,Inactive Customers
15840.0,59,2,355.56,3,1,2,6,About to Sleep,0,Inactive Customers
15841.0,73,4,1224.06,4,1,4,9,Promising,0,Inactive Customers
15843.0,304,1,118.95,5,1,1,7,New Customers,1,Inactive Customers
15844.0,46,1,130.73999999999998,3,1,1,5,About to Sleep,0,Inactive Customers
15845.0,18,8,3711.77,2,1,5,8,At Risk,0,Inactive Customers
15847.0,38,2,328.79,3,1,2,6,About to Sleep,0,Inactive Customers
15850.0,19,2,238.85,2,1,2,5,About to Sleep,0,Inactive Customers
15852.0,187,2,160.71,5,1,1,7,New Customers,1,Inactive Customers
15853.0,52,1,110.8,3,1,1,5,About to Sleep,0,Inactive Customers
15854.0,4,12,2974.65,1,1,5,7,At Risk,0,Inactive Customers
15855.0,137,5,712.24,4,1,3,8,Promising,0,Inactive Customers
15856.0,4,27,15531.41,1,1,5,7,At Risk,2,High-Value Active Customers
15857.0,19,1,297.0,2,1,2,5,About to Sleep,0,Inactive Customers
15858.0,16,5,1438.85,2,1,4,7,At Risk,0,Inactive Customers
15860.0,41,8,876.51,3,1,4,8,Others,0,Inactive Customers
15861.0,12,7,3000.36,1,1,5,7,At Risk,0,Inactive Customers
15862.0,8,4,799.28,1,1,3,5,At Risk,0,Inactive Customers
15863.0,26,2,68.84,2,1,1,4,About to Sleep,0,Inactive Customers
15864.0,67,4,1173.12,3,1,4,8,Others,0,Inactive Customers
15865.0,41,3,794.98,3,1,3,7,Others,0,Inactive Customers
15866.0,101,1,179.68,4,1,1,6,New Customers,0,Inactive Customers
15867.0,5,15,3756.79,1,1,5,7,At Risk,2,High-Value Active Customers
15869.0,277,2,149.64,5,1,1,7,New Customers,1,Inactive Customers
15870.0,33,1,354.09000000000003,2,1,2,5,About to Sleep,0,Inactive Customers
15872.0,15,2,360.93,2,1,2,5,About to Sleep,0,Inactive Customers
15874.0,64,7,3673.93,3,1,5,9,Others,0,Inactive Customers
15877.0,2,2,493.28,1,1,3,5,At Risk,0,Inactive Customers
15880.0,369,1,326.33,5,1,2,8,New Customers,1,Inactive Customers
15881.0,312,5,501.39,5,1,3,9,Promising,1,Inactive Customers
15882.0,199,4,516.36,5,1,3,9,Promising,1,Inactive Customers
15883.0,2,2,396.48,1,1,2,4,At Risk,0,Inactive Customers
15885.0,93,1,349.35,4,1,2,7,New Customers,0,Inactive Customers
15886.0,60,1,181.09,3,1,1,5,About to Sleep,0,Inactive Customers
15888.0,81,1,168.31,4,1,1,6,New Customers,0,Inactive Customers
15889.0,157,2,424.92,4,1,2,7,New Customers,1,Inactive Customers
15891.0,227,1,524.52,5,1,3,9,Promising,1,Inactive Customers
15894.0,253,2,263.55,5,1,2,8,New Customers,1,Inactive Customers
15895.0,150,1,179.17,4,1,1,6,New Customers,1,Inactive Customers
15897.0,194,2,111.55,5,1,1,7,New Customers,1,Inactive Customers
15898.0,1,5,1372.93,1,1,4,6,At Risk,0,Inactive Customers
15899.0,369,1,56.25,5,1,1,7,New Customers,1,Inactive Customers
15900.0,24,1,351.11,2,1,2,5,About to Sleep,0,Inactive Customers
15901.0,17,3,346.93,2,1,2,5,About to Sleep,0,Inactive Customers
15903.0,10,7,5126.76,1,1,5,7,At Risk,0,Inactive Customers
15904.0,8,1,144.73,1,1,1,3,Hibernating,0,Inactive Customers
15906.0,20,7,1550.74,2,1,4,7,At Risk,0,Inactive Customers
15907.0,4,3,967.45,1,1,4,6,At Risk,0,Inactive Customers
15909.0,174,1,191.94,4,1,1,6,New Customers,1,Inactive Customers
15910.0,1,8,1232.18,1,1,4,6,At Risk,0,Inactive Customers
15912.0,178,2,264.62,4,1,2,7,New Customers,1,Inactive Customers
15916.0,16,8,1511.14,2,1,4,7,At Risk,0,Inactive Customers
