level_0,index,Customer ID,frequency,recency,T,monetary_value,predicted_purchases,expected_average_profit,CLV_12_months,Cluster,Cluster_Name,ChurnProbability,ValueSegment,Adjusted_CLV,Estimated_CAC,CLV_CAC_Ratio
1602,1602,15768.0,2.0,110.0,225.0,133.74,0.1336082520702291,148.52299273223792,556.1631596175843,0,Inactive Customers,0.5168292267521265,Medium,268.7217838844087,111.23263192351686,2.4158538662393676
1603,1603,15769.0,13.0,364.0,371.0,540.84,0.37871115252772675,548.4800382770769,5833.826060754165,2,High-Value Active Customers,0.0317357030623037,High,5648.685489172943,1166.7652121508331,4.841321484688482
1604,1604,15777.0,2.0,120.0,361.0,340.78000000000003,0.08906283718547828,375.3421952644824,937.7206994222443,1,Inactive Customers,0.4589528590888734,Medium,507.3511033955872,187.54413988444887,2.705235704555633
1605,1605,15780.0,2.0,174.0,357.0,149.065,0.09363740873420258,165.31203967392378,434.2050615187658,1,Inactive Customers,0.4306185124288376,Medium,247.22832383848296,86.84101230375316,2.846907437855812
1606,1606,15781.0,2.0,280.0,305.0,131.055,0.10865350737687887,145.58148597605998,443.57599772782595,0,Inactive Customers,0.2677624572083434,Low,324.80299861758067,88.7151995455652,3.6611877139582822
1607,1607,15782.0,2.0,80.0,89.0,429.65,0.2384683869185088,472.7022345276227,3154.240010960519,0,Inactive Customers,0.5731470697511908,High,1346.3965913865336,630.8480021921039,2.1342646512440457
1608,1608,15785.0,3.0,263.0,295.0,440.16333333333336,0.14262341590755587,468.62796536859975,1875.0883301831373,0,Inactive Customers,0.1155720983877572,High,1658.3804372014765,375.0176660366275,4.422139508061214
1609,1609,15786.0,1.0,68.0,114.0,1738.06,0.13972638464397477,2109.657702159781,8237.648254427822,0,Inactive Customers,0.2602335195838328,High,6093.936056084453,1647.5296508855645,3.698832402080836
1610,1610,15787.0,1.0,35.0,61.0,456.0,0.19068984836329933,556.7655286200329,2963.7262093295476,0,Inactive Customers,0.5166033020512879,Medium,1432.6554632139569,592.7452418659095,2.4169834897435605
1611,1611,15791.0,1.0,161.0,204.0,389.45000000000005,0.09906160956385861,476.15699692177367,1319.8199354578753,0,Inactive Customers,0.4088706266024579,High,780.1843314447983,263.96398709157506,2.9556468669877107
1612,1612,15793.0,2.0,254.0,268.0,321.16,0.11988822195554369,353.8478330461544,1189.3466848434723,0,Inactive Customers,0.3425016043888813,Medium,781.9935371099858,237.86933696869448,3.287491978055593
1613,1613,15796.0,7.0,301.0,302.0,338.23428571428576,0.2622593160219304,347.41335146779574,2557.7397303315033,0,Inactive Customers,0.0874696046439625,High,2334.0152473372514,511.5479460663007,4.562651976780187
1614,1614,15799.0,2.0,259.0,334.0,281.96,0.10089031781884517,310.9029299391992,879.7589633249345,0,Inactive Customers,0.2135862216679944,Medium,691.8545703698101,175.9517926649869,3.932068891660028
1615,1615,15800.0,1.0,139.0,246.0,454.58,0.08241677629981219,555.0455569444276,1280.5345475985787,0,Inactive Customers,0.4310042042638676,Medium,728.6187738784616,256.10690951971577,2.8449789786806616
1616,1616,15801.0,2.0,63.0,109.0,463.365,0.21332863693444298,509.6381377993317,3043.177531082586,0,Inactive Customers,0.5745026184708568,Medium,1294.864071003963,608.6355062165172,2.1274869076457157
1617,1617,15804.0,12.0,198.0,198.0,283.0941666666667,0.563403784658087,287.5790041999471,4546.777840654802,0,Inactive Customers,0.0813701449472434,High,4176.805868717806,909.3555681309605,4.593149275263783
1618,1618,15805.0,12.0,341.0,364.0,425.56916666666666,0.3580640718695514,432.1552391635729,4345.767744550789,2,High-Value Active Customers,0.0142902419544959,High,4283.665672003114,869.1535489101578,4.92854879022752
1619,1619,15806.0,2.0,230.0,276.0,242.10999999999999,0.1170176408947938,267.2459302246033,876.8015581163073,0,Inactive Customers,0.302744218287468,Medium,611.354955811152,175.36031162326148,3.4862789085626598
1620,1620,15807.0,1.0,27.0,77.0,268.3,0.16627126778822737,329.4143430488344,1529.5317914379605,0,Inactive Customers,0.6561213644956042,Medium,525.97330540028,305.9063582875921,1.7193931775219788
1621,1621,15808.0,3.0,63.0,369.0,904.5066666666668,0.0862708739821984,961.6320952771495,2328.255400573316,1,Inactive Customers,0.3854503129494444,High,1430.8286277960972,465.6510801146632,3.0727484352527776
1622,1622,15809.0,4.0,266.0,302.0,79.2425,0.17058373111251812,83.81253957438054,401.2141757615878,0,Inactive Customers,0.2040226985888405,Medium,319.3573769106113,80.24283515231757,3.9798865070557974
1623,1623,15810.0,3.0,218.0,296.0,309.96999999999997,0.14177528234264677,330.39867162784657,1314.1468354000888,0,Inactive Customers,0.2101987692988682,High,1037.914787920988,262.8293670800178,3.949006153505659
1624,1624,15811.0,5.0,343.0,365.0,385.754,0.17344965720567823,400.45483203428455,1950.0293872264676,0,Inactive Customers,0.0750536363798247,High,1803.6725906676002,390.00587744529355,4.6247318181008765
1625,1625,15812.0,4.0,210.0,317.0,341.6325,0.16325592569206815,358.1646344709384,1641.0163518913641,0,Inactive Customers,0.2688739816799645,High,1199.7897513564033,328.20327037827286,3.6556300916001767
1626,1626,15813.0,1.0,32.0,239.0,533.26,0.05879657955889336,650.3465227448639,1070.3228150372815,1,Inactive Customers,0.6479998631193102,High,376.7537773996483,214.06456300745631,1.7600006844034488
1627,1627,15814.0,2.0,34.0,50.0,394.21500000000003,0.303518914693026,433.8820140787719,3682.104704582164,0,Inactive Customers,0.5715126296888096,High,1577.735362076874,736.4209409164328,2.142436851555952
1628,1628,15815.0,4.0,196.0,259.0,328.88,0.19105022208420588,344.8307608851754,1848.3385186462317,0,Inactive Customers,0.264612561784939,High,1359.244928181473,369.66770372924634,3.6769371910753046
1629,1629,15819.0,3.0,227.0,276.0,421.93666666666667,0.1498196480847839,449.2762889342089,1888.1558591235898,0,Inactive Customers,0.156501057517733,High,1592.6574704124444,377.63117182471797,4.217494712411335
1630,1630,15821.0,1.0,17.0,61.0,316.78,0.18425057451695062,388.13562955118755,1996.321714768869,0,Inactive Customers,0.6699881904548379,Medium,658.8097415251754,399.26434295377385,1.6500590477258101
1631,1631,15822.0,1.0,356.0,359.0,445.27,0.06643776368332349,543.7688412402835,1012.1798360541552,0,Inactive Customers,0.2037518287396837,Medium,805.9463434446878,202.43596721083105,3.9812408563015813
1632,1632,15826.0,1.0,154.0,210.0,934.3100000000001,0.09623944363708299,1136.1173963374542,3059.5977302331935,0,Inactive Customers,0.4108670637395148,High,1802.5097945881969,611.9195460466387,2.9456646813024254
1633,1633,15827.0,10.0,299.0,372.0,164.51600000000002,0.29919652684417947,167.80895539568334,1410.0244942973436,0,Inactive Customers,0.0989413897048213,High,1270.5147113137266,282.0048988594687,4.505293051475894
1634,1634,15829.0,1.0,41.0,140.0,310.7,0.11265725363347646,380.7712437852159,1199.2782148640879,0,Inactive Customers,0.5937385787010562,Medium,487.22047210354447,239.85564297281758,2.0313071064947192
1635,1635,15831.0,2.0,266.0,324.0,203.63,0.10346205189574888,225.08981105226576,653.1344227500207,0,Inactive Customers,0.2422395552506226,Medium,494.91943066418355,130.62688455000415,3.788802223746887
1636,1636,15834.0,2.0,207.0,277.0,476.19,0.11640935205855986,523.6883516347066,1709.2380105869318,0,Inactive Customers,0.1836982325053663,High,1395.2540091111239,341.8476021173864,4.0815088374731685
1637,1637,15835.0,3.0,286.0,330.0,217.66,0.1307334116517717,232.39099505550095,852.485348068122,0,Inactive Customers,0.172033038767271,Medium,705.8297031353882,170.4970696136244,4.139834806163645
1638,1638,15838.0,14.0,356.0,367.0,1200.5628571428572,0.40813177235214854,1215.972465745586,13938.325616562166,2,High-Value Active Customers,0.0048164643757127,High,13871.19216777291,2787.6651233124335,4.975917678121435
1639,1639,15839.0,2.0,115.0,148.0,374.655,0.17938060029492311,412.4533838549952,2072.0211081069333,0,Inactive Customers,0.474136663370745,Medium,1089.5999334753583,414.4042216213867,2.629316683146275
1640,1640,15840.0,1.0,114.0,172.0,113.82,0.10913047166183823,142.3008047055273,434.35507439894,0,Inactive Customers,0.5367421743077692,Low,201.21838734444012,86.871014879788,2.316289128461154
1641,1641,15841.0,3.0,266.0,338.0,297.4866666666667,0.1280824739509106,317.14482593530937,1139.8426680052105,0,Inactive Customers,0.152397741227115,High,966.133220046928,227.9685336010421,4.2380112938644245
1642,1642,15845.0,7.0,320.0,337.0,486.91571428571433,0.24077210785161043,499.8938313931368,3379.29872301269,0,Inactive Customers,0.0466061054319632,High,3221.802770441862,675.8597446025381,4.7669694728401835
1643,1643,15847.0,1.0,250.0,288.0,208.59,0.07780904391885822,257.0907453372933,560.1742199196832,0,Inactive Customers,0.3518964139497487,Low,363.0509207428488,112.03484398393664,3.2405179302512566
1644,1644,15850.0,1.0,149.0,168.0,119.97,0.1142249670036425,149.74997780762038,478.40596711217484,0,Inactive Customers,0.4368249798580951,Low,269.42629016440657,95.68119342243497,2.8158751007095244
1645,1645,15852.0,1.0,11.0,197.0,57.5,0.06394226378180351,74.08333655757899,132.53574425995703,1,Inactive Customers,0.7139969194018312,Low,37.90563114771878,26.507148851991406,1.430015402990844
1646,1646,15854.0,9.0,357.0,361.0,304.95000000000005,0.28108945280316566,311.3912245448334,2457.9606924844225,0,Inactive Customers,0.0418605922540133,High,2355.06900215994,491.5921384968845,4.790697038729934
1647,1647,15855.0,4.0,127.0,263.0,154.11,0.18504140437902805,162.09317322912364,841.5343432226359,0,Inactive Customers,0.4130116530844771,Medium,493.97085300089526,168.30686864452719,2.934941734577614
1648,1648,15856.0,20.0,361.0,365.0,698.0045,0.5675705831436995,704.3295718455207,11228.170882054563,2,High-Value Active Customers,0.0005815237473465,High,11221.641434047384,2245.6341764109125,4.9970923812632675
1649,1649,15858.0,4.0,352.0,367.0,263.73,0.14654927325479572,276.7106382337377,1138.319994680639,0,Inactive Customers,0.0701840555081905,High,1058.4280809878899,227.6639989361278,4.649079722459048
1650,1650,15860.0,7.0,328.0,368.0,110.55,0.2243880072342268,113.91136342028337,717.7269256607452,0,Inactive Customers,0.0476859852889862,Medium,683.5014100421777,143.54538513214905,4.7615700735550694
1651,1651,15861.0,4.0,255.0,267.0,569.47,0.18738348200160088,596.3890158154809,3135.517368526378,0,Inactive Customers,0.0158898251281459,High,3085.69454585423,627.1034737052756,4.920550874359271
1652,1652,15862.0,3.0,365.0,373.0,154.0,0.11881631665003872,164.80169063999315,549.5440355104479,0,Inactive Customers,0.0469769108892106,Medium,523.7281543245764,109.90880710208958,4.765115445553946
1653,1653,15863.0,1.0,167.0,192.0,59.64,0.10432405266133468,76.6754065475756,223.78944876311058,0,Inactive Customers,0.4843430486696308,Low,115.39858488908948,44.75788975262212,2.578284756651846
1654,1654,15864.0,3.0,250.0,316.0,310.23333333333335,0.13501563519306975,330.67825875994555,1252.6813778449714,0,Inactive Customers,0.1959972666397986,High,1007.1592518167802,250.53627556899428,4.020013666801007
1655,1655,15865.0,2.0,173.0,213.0,249.0,0.14116864772458124,274.79415426559615,1087.1188428011585,0,Inactive Customers,0.4222027713663714,Medium,628.1342545659068,217.4237685602317,2.888986143168143
1656,1656,15867.0,14.0,364.0,369.0,260.27785714285716,0.4064066918968572,263.8261018030345,3011.39588689209,2,High-Value Active Customers,0.0154590708297122,High,2964.842504580321,602.279177378418,4.9227046458514385
1657,1657,15874.0,5.0,221.0,284.0,667.9159999999999,0.21028143131322952,692.8146348437415,4088.6282204431177,0,Inactive Customers,0.1640318828582134,High,3417.9628351366064,817.7256440886235,4.1798405857089325
1658,1658,15877.0,1.0,16.0,17.0,251.02,0.27496641892585605,308.48398350344115,2364.8043514061906,0,Inactive Customers,0.6139565128316551,Medium,912.917318287722,472.96087028123816,1.9302174358417243
1659,1659,15881.0,2.0,52.0,364.0,193.47000000000003,0.07241447127024712,213.95919330821826,434.62255617688214,1,Inactive Customers,0.6421933304952939,Medium,155.51084931727223,86.92451123537643,1.7890333475235305
1660,1660,15882.0,1.0,170.0,368.0,145.04,0.056653331562473846,180.11595661566483,285.9108610719851,1,Inactive Customers,0.4678151935915911,Medium,152.15741624965588,57.18217221439702,2.6609240320420446
1661,1661,15883.0,1.0,31.0,33.0,252.72,0.23954582216536002,310.5431045235319,2075.001943585983,0,Inactive Customers,0.6571162393768636,Medium,711.484469717079,415.00038871719664,1.714418803115682
1662,1662,15889.0,1.0,213.0,369.0,148.95,0.05982677123012136,184.8519349618736,309.8669617294578,1,Inactive Customers,0.3488422257419319,Medium,201.7722811158637,61.97339234589156,3.2557888712903402
1663,1663,15894.0,1.0,116.0,369.0,106.81,0.04946973720771034,133.80995861680006,185.47430287827143,1,Inactive Customers,0.5391164204848211,Low,85.48206061862018,37.09486057565429,2.3044178975758944
1664,1664,15898.0,4.0,367.0,368.0,251.5475,0.14627952314763065,263.97275037186296,1083.9248711685482,0,Inactive Customers,0.1054447323635707,High,969.6307032259629,216.78497423370965,4.472776338182147
1665,1665,15901.0,2.0,138.0,154.0,126.695,0.17536841710476486,140.80496103865374,691.5823365913616,0,Inactive Customers,0.4084025964286623,Low,409.13831468324844,138.31646731827232,2.9579870178566883
1666,1666,15903.0,6.0,286.0,295.0,827.58,0.2359279823083381,852.9846031648586,5648.738036535304,0,Inactive Customers,0.0506149137708926,High,5362.827647901709,1129.747607307061,4.746925431145537
1667,1667,15906.0,4.0,236.0,255.0,284.85249999999996,0.19381164242921536,298.79609165975444,1624.696810052971,0,Inactive Customers,0.18957469874383,High,1316.6954017371172,324.9393620105942,4.05212650628085
1668,1668,15907.0,2.0,207.0,210.0,358.135,0.14300255268318668,394.35517468849275,1580.342593196147,0,Inactive Customers,0.190412201559255,Medium,1279.4260808078066,316.0685186392294,4.047938992203725
1669,1669,15910.0,7.0,316.0,316.0,154.67000000000002,0.2532622149971152,159.15870089171543,1131.6346155948136,0,Inactive Customers,0.0577902415146798,High,1066.2371778532174,226.32692311896272,4.711048792426601
1670,1670,15912.0,1.0,55.0,233.0,123.13,0.0702898793683634,153.57752040967145,302.1431241013306,1,Inactive Customers,0.6479975941673635,Low,106.35510658945724,60.42862482026612,1.7600120291631824
1671,1671,15916.0,6.0,350.0,366.0,213.115,0.19931922000093166,220.12392443401032,1231.898527665003,0,Inactive Customers,0.0557950105189258,High,1163.164736355685,246.37970553300062,4.721024947405371
1672,1672,15918.0,1.0,81.0,271.0,192.23000000000002,0.06520522043045461,237.27473363806686,433.19042456415093,1,Inactive Customers,0.5958760210808379,Low,175.0626380045458,86.6380849128302,2.0206198945958103
1673,1673,15919.0,1.0,349.0,368.0,369.17,0.06485001171477332,451.59289439974964,820.5596723709192,0,Inactive Customers,0.1516794777542746,Medium,696.0976097994795,164.11193447418384,4.241602611228627
1674,1674,15932.0,7.0,285.0,289.0,311.16285714285715,0.27119342850665734,319.6502040424739,2433.3640602940272,0,Inactive Customers,0.0853962795167226,High,2225.5638228352113,486.67281205880545,4.573018602416386
1675,1675,15933.0,2.0,65.0,86.0,347.825,0.24205508394605077,383.0602269580665,2594.3876857495093,0,Inactive Customers,0.5278697636981662,Medium,1224.8888711314835,518.8775371499019,2.360651181509169
1676,1676,15938.0,4.0,211.0,323.0,82.42,0.16079559179274933,87.1348985878102,393.22368350759996,0,Inactive Customers,0.2776749233688834,Medium,284.0353273227971,78.64473670152,3.611625383155583
1677,1677,15939.0,11.0,242.0,331.0,390.74090909090916,0.3542710934134731,397.37426304629764,3953.1233816066715,0,Inactive Customers,0.1023727362225608,High,3548.431324406214,790.6246763213344,4.488136318887196
1678,1678,15948.0,1.0,35.0,43.0,311.0,0.2205050897944312,381.134618082879,2344.9369685425486,0,Inactive Customers,0.6245970235265339,Medium,880.2963176335393,468.9873937085097,1.8770148823673305
1679,1679,15949.0,1.0,55.0,71.0,127.67999999999999,0.18150053889727827,159.08869725756145,806.2279394658864,0,Inactive Customers,0.6424147445723981,Medium,288.29522366677816,161.2455878931773,1.7879262771380096
1680,1680,15950.0,3.0,328.0,359.0,445.56333333333333,0.12241006809568432,474.3612711154383,1629.540667122666,0,Inactive Customers,0.0446566634301109,High,1556.7708180052907,325.9081334245332,4.776716682849445
1681,1681,15951.0,1.0,277.0,285.0,333.05,0.07933875605139148,407.84262896111517,906.0955551410368,0,Inactive Customers,0.2926775772972338,Medium,640.901703262566,181.21911102820738,3.5366121135138306
1682,1682,15952.0,3.0,192.0,225.0,191.30666666666664,0.17405334699097672,204.4110473798802,997.6905956243411,0,Inactive Customers,0.2744130787955652,Medium,723.9112475936844,199.53811912486822,3.627934606022174
1683,1683,15953.0,7.0,354.0,369.0,207.07714285714286,0.22407144517131106,212.90493114490428,1339.5727473038905,0,Inactive Customers,0.0629239891217056,High,1255.2814863248072,267.9145494607781,4.685380054391472
1684,1684,15955.0,9.0,348.0,372.0,427.09777777777776,0.2743032706451742,435.95279814118163,3358.231858355268,2,High-Value Active Customers,0.0203442524862236,High,3289.9111415216084,671.6463716710537,4.898278737568882
1685,1685,15963.0,1.0,26.0,45.0,190.72,0.21437677348785722,235.44574967316268,1408.4025317297767,0,Inactive Customers,0.6773959540531126,Medium,454.3563550578654,281.68050634595534,1.613020229734437
1686,1686,15965.0,2.0,350.0,367.0,344.725,0.09402748145952451,379.664073906241,1001.4206658773063,0,Inactive Customers,0.025438760400042,Medium,975.945765498403,200.28413317546128,4.87280619799979
1687,1687,15967.0,1.0,295.0,318.0,245.03,0.07260989791725678,301.22861002676837,612.6307099954397,0,Inactive Customers,0.2455223890718643,Medium,462.2161544585669,122.52614199908794,3.7723880546406785
1688,1688,15969.0,2.0,183.0,185.0,137.1,0.15592173013587748,152.20398442711976,664.8924277566572,0,Inactive Customers,0.4485545401736696,Medium,366.651910559315,132.97848555133143,2.757227299131652
1689,1689,15971.0,10.0,294.0,311.0,272.985,0.34565628344263144,278.20328785048287,2700.0037935722903,0,Inactive Customers,0.0983637084678214,High,2434.4214075593336,540.0007587144581,4.508181457660892
1690,1690,15974.0,6.0,249.0,288.0,445.48499999999996,0.24000018506147988,459.45055152698905,3095.0420901291764,0,Inactive Customers,0.0887638992771872,High,2820.314085782295,619.0084180258353,4.556180503614063
1691,1691,15976.0,1.0,55.0,220.0,220.95,0.07529755187661083,272.06176640101205,573.3013029129235,1,Inactive Customers,0.5842012741625437,Medium,238.37795127214713,114.6602605825847,2.078993629187281
1692,1692,15977.0,1.0,22.0,39.0,642.94,0.22458923480579063,783.1961659704849,4907.320191242462,0,Inactive Customers,0.6249350839903726,Medium,1840.5636353607028,981.4640382484924,1.875324580048137
1693,1693,15980.0,1.0,166.0,254.0,1535.0,0.0824053404246297,1863.7017525482331,4299.432882122428,0,Inactive Customers,0.403092964333428,High,2566.3617367150846,859.8865764244856,2.98453517833286
1694,1694,15981.0,7.0,287.0,311.0,448.3542857142857,0.2562473957079296,460.3470958547879,3311.6238456599276,0,Inactive Customers,0.0873573522560705,High,3022.3291548350107,662.3247691319856,4.563213238719648
1695,1695,15983.0,3.0,351.0,373.0,344.71000000000004,0.11876559275909082,367.28293859917466,1224.2106298505792,0,Inactive Customers,0.0848264497327667,High,1120.3651883952405,244.84212597011583,4.575867751336167
1696,1696,15984.0,9.0,366.0,368.0,271.27444444444444,0.2768202167363907,277.05019707757486,2153.7270779658725,0,Inactive Customers,0.0326665538400237,High,2083.3722364167834,430.7454155931745,4.836667230799881
1697,1697,15985.0,1.0,113.0,236.0,242.84,0.08247925115331854,298.5759776538279,689.2943693461423,0,Inactive Customers,0.5068704044897702,Medium,339.9114535431421,137.85887386922846,2.465647977551149
1698,1698,15987.0,5.0,356.0,368.0,196.892,0.17236226011721395,204.76704601703318,990.8805660913779,0,Inactive Customers,0.0469398453652283,Medium,944.3687855436388,198.1761132182756,4.765300773173858
1699,1699,15990.0,1.0,243.0,287.0,390.74,0.0777954245277245,477.71950640172486,1040.7109039655418,0,Inactive Customers,0.3214717228101606,Medium,706.1517767204194,208.14218079310837,3.392641385949197
1700,1700,15993.0,4.0,36.0,44.0,378.02250000000004,0.49475881539664,396.21361779075147,5486.542362968156,0,Inactive Customers,0.1949180541422277,High,4417.116201609503,1097.3084725936312,4.025409729288861
1701,1701,15996.0,5.0,278.0,366.0,147.906,0.17245534470357485,154.01061070531844,745.6638867313277,0,Inactive Customers,0.1284416313103389,Medium,649.8896007103482,149.13277734626556,4.357791843448305
1702,1702,15998.0,4.0,326.0,362.0,543.9325,0.14806476646776945,569.6872870018034,2367.7424485451197,0,Inactive Customers,0.0207197257791942,High,2318.683474295507,473.54848970902395,4.896401371104029
1703,1703,16003.0,3.0,330.0,359.0,518.1233333333333,0.12241947673214684,551.3999127803651,1894.3318074329181,0,Inactive Customers,0.0499733468867239,High,1799.6657069015182,378.8663614865836,4.75013326556638
1704,1704,16005.0,2.0,258.0,270.0,218.9,0.1192398091250946,241.8186036656128,808.4112050506174,0,Inactive Customers,0.1387278165948025,Medium,696.262083663172,161.68224101012348,4.306360917025987
1705,1705,16007.0,3.0,168.0,215.0,444.06333333333333,0.17949969802403495,472.7686861857609,2379.516849921976,0,Inactive Customers,0.1502786275598018,High,2021.9263234602784,475.90336998439517,4.248606862200991
1706,1706,16008.0,2.0,181.0,204.0,169.815,0.14568906085559669,188.04435445630438,767.6865716465994,0,Inactive Customers,0.4133855179557149,Medium,450.3360605988229,153.53731432931988,2.9330724102214254
1707,1707,16009.0,3.0,137.0,159.0,176.84,0.21991747230891023,189.0514505025473,1165.1980707076827,0,Inactive Customers,0.2940738645880316,Medium,822.543771044156,233.03961414153656,3.5296306770598416
1708,1708,16010.0,2.0,117.0,362.0,148.7,0.08848463123685496,164.9121700404024,409.3287653364246,1,Inactive Customers,0.4996578002761538,Medium,204.80445485867273,81.86575306728493,2.5017109986192305
1709,1709,16011.0,15.0,358.0,366.0,208.31733333333335,0.4352552344654065,211.01499356221098,2579.5794100603507,2,High-Value Active Customers,0.0242927342825192,High,2516.9143728910967,515.9158820120701,4.878536328587404
1710,1710,16012.0,2.0,120.0,155.0,517.145,0.17426915343299673,568.555915582292,2775.0657780823485,0,Inactive Customers,0.4133815611123133,High,1627.904754549311,555.0131556164697,2.9330921944384336
1711,1711,16013.0,21.0,368.0,371.0,815.5533333333333,0.5861484018176423,822.5591076269186,13542.513963320069,2,High-Value Active Customers,0.0092207696779465,High,13417.64156120392,2708.502792664014,4.953896151610267
1712,1712,16014.0,2.0,254.0,291.0,192.225,0.11252922563307086,212.59525442127537,670.810504015809,0,Inactive Customers,0.221043505609055,Medium,522.5321986087775,134.1621008031618,3.8947824719547257
1713,1713,16015.0,2.0,46.0,49.0,202.31,0.3063529072555334,223.64370717213362,1915.611040410171,0,Inactive Customers,0.4913371053244224,Medium,974.4002568875324,383.1222080820342,2.5433144733778876
1714,1714,16016.0,6.0,363.0,366.0,182.09833333333333,0.19937395265261365,188.17868960593196,1053.4098360705725,0,Inactive Customers,0.0377009801365523,High,1013.695252765227,210.6819672141145,4.811495099317238
1715,1715,16018.0,1.0,141.0,180.0,247.0,0.1078457281699028,303.61476791475593,915.9284674589562,0,Inactive Customers,0.5100176736871189,Medium,448.78876122173136,183.18569349179126,2.4499116315644054
1716,1716,16019.0,8.0,318.0,364.0,445.8925,0.2525856333379691,456.2979346227885,3236.4368432657516,0,Inactive Customers,0.065873973986176,High,3023.239886844562,647.2873686531503,4.67063013006912
1717,1717,16020.0,1.0,49.0,65.0,332.21,0.18832066558387267,406.8251809276585,2138.8769581603196,0,Inactive Customers,0.6218183089570042,Medium,808.8841049699687,427.77539163206393,1.890908455214979
1718,1718,16023.0,2.0,220.0,266.0,270.985,0.12027360391836081,298.8794526024943,1007.8033706781861,0,Inactive Customers,0.2689848313919792,Medium,736.7195509400459,201.5606741356372,3.655075843040104
1719,1719,16027.0,3.0,165.0,302.0,46.300000000000004,0.1380810231381819,50.45409268915763,195.4562642907233,0,Inactive Customers,0.3593287739245906,Low,125.22320448725696,39.091252858144664,3.203356130377047
1720,1720,16029.0,33.0,335.0,373.0,682.8481818181818,0.8907080896084972,686.5877933902673,17178.39863461137,2,High-Value Active Customers,0.0030855716210205,High,17125.393455289835,3435.6797269222743,4.984572141894897
1721,1721,16031.0,1.0,155.0,247.0,243.31,0.08362786304486472,299.14526405350006,700.3002418713133,0,Inactive Customers,0.4185676229060475,Medium,407.1772343107076,140.06004837426266,2.9071618854697627
1722,1722,16033.0,17.0,364.0,369.0,503.0035294117647,0.4845219422358062,508.4350857229664,6919.192938209676,2,High-Value Active Customers,0.0009590709499209,High,6912.556941265741,1383.8385876419352,4.9952046452503955
1723,1723,16034.0,2.0,136.0,332.0,142.05,0.0978762691445231,157.6268739776154,432.705466278643,1,Inactive Customers,0.5160781641529448,Medium,209.39562362261694,86.5410932557286,2.419609179235276
1724,1724,16036.0,1.0,176.0,263.0,539.95,0.08055107839944815,658.4497695827506,1484.9391302901959,0,Inactive Customers,0.4094406171790445,Medium,876.9447363108644,296.98782605803916,2.9527969141047774
1725,1725,16037.0,2.0,89.0,358.0,207.38,0.08527728177188251,229.19806071173213,548.2611247645439,1,Inactive Customers,0.5563649589315015,Medium,243.2278466011796,109.65222495290878,2.2181752053424924
1726,1726,16038.0,2.0,194.0,201.0,77.41499999999999,0.1473578899203869,86.81708284705303,358.4787644294693,0,Inactive Customers,0.3540151590865308,Medium,231.57184761082775,71.69575288589387,3.2299242045673457
1727,1727,16040.0,2.0,203.0,268.0,445.56,0.11936928645298994,490.1321684161853,1640.2921695961934,0,Inactive Customers,0.3232497615632435,High,1110.0681168801686,328.0584339192387,3.3837511921837824
1728,1728,16042.0,3.0,310.0,332.0,373.8233333333333,0.13024392063223958,398.1932425454017,1455.246484574275,0,Inactive Customers,0.0650538134996683,High,1360.5771511707321,291.049296914855,4.674730932501658
1729,1729,16043.0,3.0,280.0,317.0,138.42999999999998,0.1349289391179797,148.27065906994198,561.3237809398947,0,Inactive Customers,0.1601958378165497,Medium,471.4020475658749,112.26475618797895,4.1990208109172515
1730,1730,16045.0,3.0,171.0,290.0,225.41666666666666,0.14299053145796548,240.62642868074371,965.2531750389838,0,Inactive Customers,0.3056358409570481,High,670.2372091494833,193.05063500779679,3.4718207952147595
1731,1731,16049.0,2.0,35.0,75.0,311.765,0.2566262914914866,343.55529823263794,2466.403174822486,0,Inactive Customers,0.4246669554386021,Medium,1419.0032476865185,493.28063496449727,2.876665222806989
1732,1732,16053.0,1.0,90.0,122.0,330.16,0.13691374869614206,404.3421232269609,1547.2775702405584,0,Inactive Customers,0.4839842968692565,High,798.4195233461102,309.4555140481117,2.5800785156537174
1733,1733,16057.0,3.0,268.0,284.0,526.38,0.14689732306783768,560.1662080488337,2308.37643257907,0,Inactive Customers,0.1420160360687313,High,1980.5499618697115,461.675286515814,4.289919819656344
1734,1734,16059.0,5.0,302.0,367.0,268.322,0.17238563467737267,278.7786447251495,1349.2052254053676,0,Inactive Customers,0.0834570863472506,High,1236.6044884085502,269.84104508107356,4.5827145682637465
1735,1735,16062.0,3.0,355.0,364.0,291.3866666666667,0.12115798013979091,310.66831388795475,1056.3241742053306,0,Inactive Customers,0.074984503702985,High,977.1162302530784,211.26483484106612,4.625077481485075
1736,1736,16066.0,4.0,108.0,124.0,301.3725,0.3113329084106567,316.06922176262094,2757.6741240684955,0,Inactive Customers,0.3682305228527288,High,1742.2143395053126,551.5348248136992,3.158847385736356
1737,1737,16070.0,1.0,10.0,32.0,165.3,0.23491405972897564,204.65583418451132,1340.9975102165615,0,Inactive Customers,0.6899207663692234,Medium,415.81548026873094,268.1995020433123,1.5503961681538831
1738,1738,16076.0,8.0,205.0,208.0,241.16,0.38447989958021334,247.0026667372521,2664.7650553357826,0,Inactive Customers,0.1435404238617246,High,2282.263549800972,532.9530110671566,4.2822978806913765
1739,1739,16079.0,2.0,24.0,40.0,217.89,0.32644605399694243,240.7121150906632,2196.5611327937063,0,Inactive Customers,0.6653836250116633,Medium,735.0053236957045,439.31222655874126,1.6730818749416836
